cid;hex;lac;bch;bsic;bts_date;reg;bts_place;bts_lat;bts_lon
3131:11:00;801547;38032;800;264;11.02.2015;BM;Brno - Bystrc, Opálkova 757/14, panelák;49.22190556;16.53181111
3131:12:00;801548;38032;800;265;11.02.2015;BM;Brno - Bystrc, Opálkova 757/14, panelák;49.22190556;16.53181111
3131:13:00;801549;38032;800;266;11.02.2015;BM;Brno - Bystrc, Opálkova 757/14, panelák;49.22190556;16.53181111
3133:01:00;802049;38032;2100;185;22.09.2017;BM;Brno - Kníničky, příhradový stožár nad obcí;49.23740833;16.52172778
3133:02:00;802050;38032;2100;183;21.05.2018;BM;Brno - Kníničky, příhradový stožár nad obcí;49.23740833;16.52172778
3133:04:00;802052;38032;1800;185;04.08.2020;BM;Brno - Kníničky, příhradový stožár nad obcí;49.23740833;16.52172778
3133:05:00;802053;38032;1800;183;04.08.2020;BM;Brno - Kníničky, příhradový stožár nad obcí;49.23740833;16.52172778
3133:11:00;802059;38032;800;185;28.02.2015;BM;Brno - Kníničky, příhradový stožár nad obcí;49.23740833;16.52172778
3133:12:00;802060;38032;800;183;28.02.2015;BM;Brno - Kníničky, příhradový stožár nad obcí;49.23740833;16.52172778
3133:13:00;802061;38032;800;184;24.10.2017;BM;Brno - Kníničky, příhradový stožár nad obcí;49.23740833;16.52172778
3134:01:00;802305;38032;1800;21;13.03.2015;BM;Brno - Bystrc, Rerychova 1073/16, panelák;49.21640556;16.50533056
3134:04:00;802308;38032;2100;21;12.12.2016;BM;Brno - Bystrc, Rerychova 1073/16, panelák;49.21640556;16.50533056
3134:05:00;802309;38032;2100;23;12.12.2016;BM;Brno - Bystrc, Rerychova 1073/16, panelák;49.21640556;16.50533056
3134:06:00;802310;38032;2100;22;12.12.2016;BM;Brno - Bystrc, Rerychova 1073/16, panelák;49.21640556;16.50533056
3134:12:00;802316;38032;800;23;11.02.2015;BM;Brno - Bystrc, Rerychova 1073/16, panelák;49.21640556;16.50533056
3134:13:00;802317;38032;800;22;11.02.2015;BM;Brno - Bystrc, Rerychova 1073/16, panelák;49.21640556;16.50533056
3135:01:00;802561;38032;1800;129;12.03.2015;BM;Brno - Řečkovice, Renčova 1937/7, panelák;49.24723056;16.57451111
3135:02:00;802562;38032;1800;130;12.03.2015;BM;Brno - Řečkovice, Renčova 1937/7, panelák;49.24723056;16.57451111
3135:04:00;802564;38032;2100;129;18.05.2017;BM;Brno - Řečkovice, Renčova 1937/7, panelák;49.24723056;16.57451111
3135:05:00;802565;38032;2100;130;18.05.2017;BM;Brno - Řečkovice, Renčova 1937/7, panelák;49.24723056;16.57451111
3135:06:00;802566;38032;2100;131;18.05.2017;BM;Brno - Řečkovice, Renčova 1937/7, panelák;49.24723056;16.57451111
3135:13:00;802573;38032;800;131;12.03.2015;BM;Brno - Řečkovice, Renčova 1937/7, panelák;49.24723056;16.57451111
3137:01:00;803073;38032;1800;22;05.04.2015;BM;Brno - Řečkovice, Terezy Novákové 1283/64, komín kotelny;49.25136667;16.57587222
3137:04:00;803076;38032;2100;22;20.12.2016;BM;Brno - Řečkovice, Terezy Novákové 1283/64, komín kotelny;49.25136667;16.57587222
3137:05:00;803077;38032;2100;23;20.12.2016;BM;Brno - Řečkovice, Terezy Novákové 1283/64, komín kotelny;49.25136667;16.57587222
3137:06:00;803078;38032;2100;21;20.12.2016;BM;Brno - Řečkovice, Terezy Novákové 1283/64, komín kotelny;49.25136667;16.57587222
3137:12:00;803084;38032;800;23;15.02.2015;BM;Brno - Řečkovice, Terezy Novákové 1283/64, komín kotelny;49.25136667;16.57587222
3137:13:00;803085;38032;800;21;15.02.2015;BM;Brno - Řečkovice, Terezy Novákové 1283/64, komín kotelny;49.25136667;16.57587222
3138:01:00;803329;38032;1800;327;13.03.2015;BM;Brno - Bohunice, Ukrajinská 721/5a, příhradová konstrukce na střeše kotelny;49.16838889;16.58679167
3138:02:00;803330;38032;1800;328;13.03.2015;BM;Brno - Bohunice, Ukrajinská 721/5a, příhradová konstrukce na střeše kotelny;49.16838889;16.58679167
3138:04:00;803332;38032;2100;327;23.02.2017;BM;Brno - Bohunice, Ukrajinská 721/5a, příhradová konstrukce na střeše kotelny;49.16838889;16.58679167
3138:05:00;803333;38032;2100;328;23.02.2017;BM;Brno - Bohunice, Ukrajinská 721/5a, příhradová konstrukce na střeše kotelny;49.16838889;16.58679167
3139:01:00;803585;38032;2100;430;10.06.2018;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3139:02:00;803586;38032;2100;429;02.12.2019;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3139:03:00;803587;38032;2100;431;10.06.2018;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3139:04:00;803588;38032;1800;430;05.05.2019;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3139:05:00;803589;38032;1800;429;05.05.2019;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3139:06:00;803590;38032;1800;431;05.05.2019;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3139:11:00;803595;38032;800;430;11.02.2015;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3139:12:00;803596;38032;800;429;11.02.2015;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3139:13:00;803597;38032;800;431;11.02.2015;BM;Brno - Bystrc, Valouškova 579/2, panelák;49.22716111;16.52174167
3140:01:00;803841;38024;2100;458;09.12.2016;BM;Brno - Komín, Vavřinecká 652/3, panelák;49.22179444;16.54990278
3140:02:00;803842;38024;2100;457;09.12.2016;BM;Brno - Komín, Vavřinecká 652/3, panelák;49.22179444;16.54990278
3140:03:00;803843;38024;2100;456;09.12.2016;BM;Brno - Komín, Vavřinecká 652/3, panelák;49.22179444;16.54990278
3140:11:00;803851;38024;800;458;27.02.2015;BM;Brno - Komín, Vavřinecká 652/3, panelák;49.22179444;16.54990278
3140:12:00;803852;38024;800;457;27.02.2015;BM;Brno - Komín, Vavřinecká 652/3, panelák;49.22179444;16.54990278
3140:13:00;803853;38024;800;456;27.02.2015;BM;Brno - Komín, Vavřinecká 652/3, panelák;49.22179444;16.54990278
3141:01:00;804097;38032;2100;240;09.02.2017;BM;Brno - Přízřenice, Vídeňská 264/120b, Vojenské stavby;49.14018333;16.60204167
3141:02:00;804098;38032;2100;241;09.02.2017;BM;Brno - Přízřenice, Vídeňská 264/120b, Vojenské stavby;49.14018333;16.60204167
3141:03:00;804099;38032;2100;242;09.02.2017;BM;Brno - Přízřenice, Vídeňská 264/120b, Vojenské stavby;49.14018333;16.60204167
3141:11:00;804107;38032;800;240;12.02.2015;BM;Brno - Přízřenice, Vídeňská 264/120b, Vojenské stavby;49.14018333;16.60204167
3141:12:00;804108;38032;800;241;12.02.2015;BM;Brno - Přízřenice, Vídeňská 264/120b, Vojenské stavby;49.14018333;16.60204167
3141:13:00;804109;38032;800;242;12.02.2015;BM;Brno - Přízřenice, Vídeňská 264/120b, Vojenské stavby;49.14018333;16.60204167
3142:01:00;804353;38024;1800;431;13.03.2015;BM;Brno - Vinohrady, Valtická 4100/19, panelák;49.20499722;16.65916111
3142:02:00;804354;38024;1800;430;13.03.2015;BM;Brno - Vinohrady, Valtická 4100/19, panelák;49.20499722;16.65916111
3142:03:00;804355;38024;1800;429;13.03.2015;BM;Brno - Vinohrady, Valtická 4100/19, panelák;49.20499722;16.65916111
3142:04:00;804356;38024;2100;431;20.12.2016;BM;Brno - Vinohrady, Valtická 4100/19, panelák;49.20499722;16.65916111
3142:05:00;804357;38024;2100;430;20.12.2016;BM;Brno - Vinohrady, Valtická 4100/19, panelák;49.20499722;16.65916111
3142:06:00;804358;38024;2100;429;20.12.2016;BM;Brno - Vinohrady, Valtická 4100/19, panelák;49.20499722;16.65916111
3152:01:00;806913;38023;1800;462;08.03.2015;BM;Brno - Pisárky, Křížkovského, BVV - pavilon E;49.18593611;16.57971389
3152:02:00;806914;38023;1800;463;15.03.2015;BM;Brno - Pisárky, Křížkovského, BVV - pavilon E;49.18593611;16.57971389
3152:03:00;806915;38023;1800;464;08.03.2015;BM;Brno - Pisárky, Křížkovského, BVV - pavilon E;49.18593611;16.57971389
3152:04:00;806916;38023;2100;462;27.01.2019;BM;Brno - Pisárky, Křížkovského, BVV - pavilon E;49.18593611;16.57971389
3152:05:00;806917;38023;2100;463;27.01.2019;BM;Brno - Pisárky, Křížkovského, BVV - pavilon E;49.18593611;16.57971389
3152:06:00;806918;38023;2100;464;27.01.2019;BM;Brno - Pisárky, Křížkovského, BVV - pavilon E;49.18593611;16.57971389
3152:11:00;806923;38023;800;462;09.07.2015;BM;Brno - Pisárky, Křížkovského, BVV - pavilon E;49.18593611;16.57971389
3152:13:00;806925;38023;800;464;09.07.2015;BM;Brno - Pisárky, Křížkovského, BVV - pavilon E;49.18593611;16.57971389
3153:01:00;807169;38023;1800;428;13.03.2015;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3153:02:00;807170;38023;1800;427;13.03.2015;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3153:03:00;807171;38023;1800;426;13.03.2015;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3153:04:00;807172;38023;2100;428;27.01.2019;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3153:05:00;807173;38023;2100;427;27.01.2019;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3153:06:00;807174;38023;2100;426;27.01.2019;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3153:11:00;807179;38023;800;428;27.02.2015;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3153:12:00;807180;38023;800;427;25.02.2019;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3153:13:00;807181;38023;800;426;27.02.2015;BM;Brno - Pisárky, Křížkovského 458/47, hotel Voroněž I;49.18536389;16.58517222
3154:01:00;807425;38023;1800;164;14.03.2015;BM;Brno - Pisárky, Preslova 418/67, bytovka;49.19856944;16.57183889
3154:02:00;807426;38023;1800;163;14.03.2015;BM;Brno - Pisárky, Preslova 418/67, bytovka;49.19856944;16.57183889
3154:03:00;807427;38023;1800;162;14.03.2015;BM;Brno - Pisárky, Preslova 418/67, bytovka;49.19856944;16.57183889
3154:04:00;807428;38023;2100;164;30.01.2017;BM;Brno - Pisárky, Preslova 418/67, bytovka;49.19856944;16.57183889
3154:05:00;807429;38023;2100;163;27.01.2019;BM;Brno - Pisárky, Preslova 418/67, bytovka;49.19856944;16.57183889
3154:06:00;807430;38023;2100;162;27.01.2019;BM;Brno - Pisárky, Preslova 418/67, bytovka;49.19856944;16.57183889
3405:01:00;871681;38023;1800;336;13.03.2015;BM;Brno - Černovice, Turgeněvova 1141/10, panelák;49.18931667;16.64374444
3405:02:00;871682;38023;1800;337;13.03.2015;BM;Brno - Černovice, Turgeněvova 1141/10, panelák;49.18931667;16.64374444
3405:04:00;871684;38023;2100;336;05.12.2016;BM;Brno - Černovice, Turgeněvova 1141/10, panelák;49.18931667;16.64374444
3405:05:00;871685;38023;2100;337;05.12.2016;BM;Brno - Černovice, Turgeněvova 1141/10, panelák;49.18931667;16.64374444
3405:06:00;871686;38023;2100;338;05.12.2016;BM;Brno - Černovice, Turgeněvova 1141/10, panelák;49.18931667;16.64374444
3405:13:00;871693;38023;800;338;13.03.2015;BM;Brno - Černovice, Turgeněvova 1141/10, panelák;49.18931667;16.64374444
4562:03:00;1167875;38032;1800;28;28.02.2017;BM;Brno - Bohunice, Kamenice 753/5, Univerzitní kampus, indoor;49.17707222;16.57059167
4562:11:00;1167883;38032;800;27;28.02.2017;BM;Brno - Bohunice, Kamenice 753/5, Univerzitní kampus, indoor;49.17707222;16.57059167
4562:12:00;1167884;38032;800;29;28.02.2017;BM;Brno - Bohunice, Kamenice 753/5, Univerzitní kampus, indoor;49.17707222;16.57059167
4861:01:00;1244417;38023;1800;69;07.11.2016;BM;Brno - Trnitá, Škrobárenská 511/3, kancelářská budova;49.18557778;16.62551667
4861:11:00;1244427;38023;800;69;07.11.2016;BM;Brno - Trnitá, Škrobárenská 511/3, kancelářská budova;49.18557778;16.62551667
4868:01:00;1246209;38024;1800;145;25.10.2016;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
4868:02:00;1246210;38024;1800;144;25.10.2016;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
4868:03:00;1246211;38024;1800;146;25.10.2016;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
4868:13:00;1246221;38024;800;146;25.04.2019;BM;Brno - Žabovřesky, Technická 2896/2, VUT Brno, budova B;49.22506667;16.57638333
4900:01:00;1254401;38032;1800;112;18.11.2016;BM;Brno - Bohunice, Kamenice 126/3, lékařská fakulta MU;49.17703056;16.57354444
4900:02:00;1254402;38032;1800;113;18.11.2016;BM;Brno - Bohunice, Kamenice 126/3, lékařská fakulta MU;49.17703056;16.57354444
4900:03:00;1254403;38032;1800;111;18.11.2016;BM;Brno - Bohunice, Kamenice 126/3, lékařská fakulta MU;49.17703056;16.57354444
4900:04:00;1254404;38032;1800;115;27.02.2017;BM;Brno - Bohunice, Kamenice 126/3, lékařská fakulta MU, indoor;49.17703056;16.57354444
4937:01:00;1263873;38023;2100;24;16.06.2017;BM;Brno - Komárov, Svatopetrská 35/7, kancelářská budova SVÚM;49.18049444;16.62186111
4937:02:00;1263874;38023;2100;26;16.06.2017;BM;Brno - Komárov, Svatopetrská 35/7, kancelářská budova SVÚM;49.18049444;16.62186111
4937:03:00;1263875;38023;2100;25;16.06.2017;BM;Brno - Komárov, Svatopetrská 35/7, kancelářská budova SVÚM;49.18049444;16.62186111
4937:11:00;1263883;38023;800;24;14.02.2017;BM;Brno - Komárov, Svatopetrská 35/7, kancelářská budova SVÚM;49.18049444;16.62186111
4937:12:00;1263884;38023;800;26;14.02.2017;BM;Brno - Komárov, Svatopetrská 35/7, kancelářská budova SVÚM;49.18049444;16.62186111
4937:13:00;1263885;38023;800;25;14.02.2017;BM;Brno - Komárov, Svatopetrská 35/7, kancelářská budova SVÚM;49.18049444;16.62186111
4965:01:00;1271041;38023;1800;79;16.02.2017;BM;Brno - Veveří, Stojanova 136/9, bytový dům;49.19990833;16.5916
4965:12:00;1271052;38023;800;78;16.02.2017;BM;Brno - Veveří, Stojanova 136/9, bytový dům;49.19990833;16.5916
4965:13:00;1271053;38023;800;80;16.02.2017;BM;Brno - Veveří, Stojanova 136/9, bytový dům;49.19990833;16.5916
5085:01:00;1301761;38032;2100;187;29.10.2017;BM;Brno - Žebětín, Hvozdecká 998/23, bytový dům;49.21708889;16.49715833
5085:02:00;1301762;38032;2100;186;29.10.2017;BM;Brno - Žebětín, Hvozdecká 998/23, bytový dům;49.21708889;16.49715833
5085:03:00;1301763;38032;2100;188;29.10.2017;BM;Brno - Žebětín, Hvozdecká 998/23, bytový dům;49.21708889;16.49715833
5085:11:00;1301771;38032;800;187;26.10.2017;BM;Brno - Žebětín, Hvozdecká 998/23, bytový dům;49.21708889;16.49715833
5085:12:00;1301772;38032;800;186;26.10.2017;BM;Brno - Žebětín, Hvozdecká 998/23, bytový dům;49.21708889;16.49715833
5085:13:00;1301773;38032;800;188;26.10.2017;BM;Brno - Žebětín, Hvozdecká 998/23, bytový dům;49.21708889;16.49715833
5147:01:00;1317633;38032;2100;160;21.11.2019;BM;Brno - Dolní Heršpice, Skandinávská, poutač Avion Shopping Park;49.15687778;16.62879722
5147:02:00;1317634;38032;2100;161;21.11.2019;BM;Brno - Dolní Heršpice, Skandinávská, poutač Avion Shopping Park;49.15687778;16.62879722
5147:05:00;1317637;38032;1800;161;19.09.2018;BM;Brno - Dolní Heršpice, Skandinávská, poutač Avion Shopping Park;49.15687778;16.62879722
5147:11:00;1317643;38032;800;160;19.10.2018;BM;Brno - Dolní Heršpice, Skandinávská, poutač Avion Shopping Park;49.15687778;16.62879722
5191:01:00;1328897;38032;2100;492;13.02.2018;BM;Brno - Slatina, Řípská 1525/11g, kancelářská budova;49.17542778;16.67895
5191:02:00;1328898;38032;2100;493;13.02.2018;BM;Brno - Slatina, Řípská 1525/11g, kancelářská budova;49.17542778;16.67895
5191:03:00;1328899;38032;2100;494;13.02.2018;BM;Brno - Slatina, Řípská 1525/11g, kancelářská budova;49.17542778;16.67895
5191:11:00;1328907;38032;800;492;13.02.2018;BM;Brno - Slatina, Řípská 1525/11g, kancelářská budova;49.17542778;16.67895
5191:12:00;1328908;38032;800;493;13.02.2018;BM;Brno - Slatina, Řípská 1525/11g, kancelářská budova;49.17542778;16.67895
5191:13:00;1328909;38032;800;494;13.02.2018;BM;Brno - Slatina, Řípská 1525/11g, kancelářská budova;49.17542778;16.67895
5275:01:00;1350401;38032;1800;104;26.11.2018;BM;Brno - Slatina, Tuřanka, betonový stožár u haly Honeywell;49.17001111;16.67441389
5275:02:00;1350402;38032;1800;103;26.11.2018;BM;Brno - Slatina, Tuřanka, betonový stožár u haly Honeywell;49.17001111;16.67441389
5275:03:00;1350403;38032;1800;102;26.11.2018;BM;Brno - Slatina, Tuřanka, betonový stožár u haly Honeywell;49.17001111;16.67441389
5275:11:00;1350411;38032;800;104;13.08.2018;BM;Brno - Slatina, Tuřanka, betonový stožár u haly Honeywell;49.17001111;16.67441389
5275:12:00;1350412;38032;800;103;13.08.2018;BM;Brno - Slatina, Tuřanka, betonový stožár u haly Honeywell;49.17001111;16.67441389
5275:13:00;1350413;38032;800;102;13.08.2018;BM;Brno - Slatina, Tuřanka, betonový stožár u haly Honeywell;49.17001111;16.67441389
5314:01:00;1360385;38024;1800;34;16.08.2018;BM;Brno - Královo Pole, Kociánka x Na Kopcích, tubusový stožár;49.23508333;16.60372222
5314:02:00;1360386;38024;1800;33;16.08.2018;BM;Brno - Královo Pole, Kociánka x Na Kopcích, tubusový stožár;49.23508333;16.60372222
5314:11:00;1360395;38024;800;34;16.08.2018;BM;Brno - Královo Pole, Kociánka x Na Kopcích, tubusový stožár;49.23508333;16.60372222
5314:12:00;1360396;38024;800;33;16.08.2018;BM;Brno - Královo Pole, Kociánka x Na Kopcích, tubusový stožár;49.23508333;16.60372222
5413:01:00;1385729;38024;1800;117;11.07.2019;BM;Brno - Černá Pole, Provazníkova 1254/42, bytový dům;49.21421389;16.62355556
5413:02:00;1385730;38024;1800;118;11.07.2019;BM;Brno - Černá Pole, Provazníkova 1254/42, bytový dům;49.21421389;16.62355556
5413:04:00;1385732;38024;2100;117;07.10.2019;BM;Brno - Černá Pole, Provazníkova 1254/42, bytový dům;49.21421389;16.62355556
5413:05:00;1385733;38024;2100;118;07.10.2019;BM;Brno - Černá Pole, Provazníkova 1254/42, bytový dům;49.21421389;16.62355556
5413:11:00;1385739;38024;800;117;11.07.2019;BM;Brno - Černá Pole, Provazníkova 1254/42, bytový dům;49.21421389;16.62355556
5413:12:00;1385740;38024;800;118;11.07.2019;BM;Brno - Černá Pole, Provazníkova 1254/42, bytový dům;49.21421389;16.62355556
5476:01:00;1401857;38032;2100;168;09.02.2020;BM;Brno - Chrlice, Jana Broskvy 388/3, ZŠ;49.13468889;16.65584444
5476:02:00;1401858;38032;2100;170;09.02.2020;BM;Brno - Chrlice, Jana Broskvy 388/3, ZŠ;49.13468889;16.65584444
5476:03:00;1401859;38032;2100;169;09.02.2020;BM;Brno - Chrlice, Jana Broskvy 388/3, ZŠ;49.13468889;16.65584444
5476:11:00;1401867;38032;800;168;09.02.2020;BM;Brno - Chrlice, Jana Broskvy 388/3, ZŠ;49.13468889;16.65584444
5476:12:00;1401868;38032;800;170;09.02.2020;BM;Brno - Chrlice, Jana Broskvy 388/3, ZŠ;49.13468889;16.65584444
5476:13:00;1401869;38032;800;169;09.02.2020;BM;Brno - Chrlice, Jana Broskvy 388/3, ZŠ;49.13468889;16.65584444
5533:11:00;1416459;38023;800;34;29.09.2020;BM;Brno - Trnitá, Přízova 526/5, Vlněna budova F, indoor;49.18962222;16.61655
5534:01:00;1416705;38023;1800;252;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5534:02:00;1416706;38023;1800;253;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5534:03:00;1416707;38023;1800;254;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5534:04:00;1416708;38023;2100;252;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5534:05:00;1416709;38023;2100;253;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5534:06:00;1416710;38023;2100;254;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5534:11:00;1416715;38023;800;252;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5534:12:00;1416716;38023;800;253;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5534:13:00;1416717;38023;800;254;03.09.2020;BM;Brno - Komárov, Kovářská 736/14, bytový dům;49.18402778;16.6209
5635:01:00;1442561;38023;1800;226;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5635:02:00;1442562;38023;1800;225;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5635:03:00;1442563;38023;1800;227;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5635:04:00;1442564;38023;2100;226;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5635:05:00;1442565;38023;2100;225;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5635:06:00;1442566;38023;2100;227;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5635:07:00;1442567;38023;1800;228;02.07.2022;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B, indoor;49.18931111;16.61740556
5635:11:00;1442571;38023;800;226;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5635:12:00;1442572;38023;800;225;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5635:13:00;1442573;38023;800;227;01.04.2021;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B;49.18931111;16.61740556
5637:01:00;1443073;38023;1800;414;21.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5637:02:00;1443074;38023;1800;415;21.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5637:03:00;1443075;38023;1800;416;21.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5637:04:00;1443076;38023;2100;414;25.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5637:05:00;1443077;38023;2100;415;25.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5637:06:00;1443078;38023;2100;416;25.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5637:11:00;1443083;38023;800;414;21.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5637:12:00;1443084;38023;800;415;21.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5637:13:00;1443085;38023;800;416;21.10.2021;BM;Brno, Nádražní 681/2, OC Letmo;49.191675;16.61255556
5678:01:00;1453569;38023;1800;32;15.12.2021;BM;Brno - Staré Brno, Žlutý kopec 543/7, Masarykův onkologický ústav, Wernerův pavilon;49.19393056;16.58783333
5678:02:00;1453570;38023;1800;30;15.12.2021;BM;Brno - Staré Brno, Žlutý kopec 543/7, Masarykův onkologický ústav, Wernerův pavilon;49.19393056;16.58783333
5678:03:00;1453571;38023;1800;31;15.12.2021;BM;Brno - Staré Brno, Žlutý kopec 543/7, Masarykův onkologický ústav, Wernerův pavilon;49.19393056;16.58783333
5678:04:00;1453572;38023;2100;32;15.12.2021;BM;Brno - Staré Brno, Žlutý kopec 543/7, Masarykův onkologický ústav, Wernerův pavilon;49.19393056;16.58783333
5678:05:00;1453573;38023;2100;30;15.12.2021;BM;Brno - Staré Brno, Žlutý kopec 543/7, Masarykův onkologický ústav, Wernerův pavilon;49.19393056;16.58783333
5678:06:00;1453574;38023;2100;31;15.12.2021;BM;Brno - Staré Brno, Žlutý kopec 543/7, Masarykův onkologický ústav, Wernerův pavilon;49.19393056;16.58783333
5678:11:00;1453579;38023;800;32;15.12.2021;BM;Brno - Staré Brno, Žlutý kopec 543/7, Masarykův onkologický ústav, Wernerův pavilon;49.19393056;16.58783333
5678:13:00;1453581;38023;800;31;15.12.2021;BM;Brno - Staré Brno, Žlutý kopec 543/7, Masarykův onkologický ústav, Wernerův pavilon;49.19393056;16.58783333
5720:01:00;1464321;38023;1800;47;25.03.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5720:02:00;1464322;38023;1800;46;25.03.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5720:03:00;1464323;38023;1800;45;25.03.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5720:04:00;1464324;38023;2100;47;09.05.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5720:05:00;1464325;38023;2100;46;09.05.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5720:06:00;1464326;38023;2100;45;09.05.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5720:11:00;1464331;38023;800;47;25.03.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5720:12:00;1464332;38023;800;46;25.03.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5720:13:00;1464333;38023;800;45;25.03.2022;BM;Brno - Staré Brno, Nové Sady 996/25, Titanium;49.18739444;16.60713056
5721:01:00;1464577;38023;1800;214;17.03.2022;BM;Brno - Veveří, Lidická 712/61, hasiči;49.20515;16.60543056
5721:02:00;1464578;38023;1800;215;17.03.2022;BM;Brno - Veveří, Lidická 712/61, hasiči;49.20515;16.60543056
5721:04:00;1464580;38023;2100;214;17.03.2022;BM;Brno - Veveří, Lidická 712/61, hasiči;49.20515;16.60543056
5721:05:00;1464581;38023;2100;215;17.03.2022;BM;Brno - Veveří, Lidická 712/61, hasiči;49.20515;16.60543056
5721:11:00;1464587;38023;800;214;22.08.2022;BM;Brno - Veveří, Lidická 712/61, hasiči;49.20515;16.60543056
5721:12:00;1464588;38023;800;215;22.08.2022;BM;Brno - Veveří, Lidická 712/61, hasiči;49.20515;16.60543056
5772:01:00;1477633;38023;1800;67;27.02.2023;BM;Brno - Pisárky, Bauerova, mobilní BTS u brány 10;49.1906;16.57014722
5772:02:00;1477634;38023;1800;66;27.02.2023;BM;Brno - Pisárky, Bauerova, mobilní BTS u brány 10;49.1906;16.57014722
